,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,244000000.0,244000000.0,264000000.0,264000000.0
Total Liab,27882000000.0,27882000000.0,29585000000.0,29585000000.0
Total Stockholder Equity,4274000000.0,4274000000.0,4988000000.0,4988000000.0
Minority Interest,8000000.0,8000000.0,122000000.0,122000000.0
Deferred Long Term Liab,239000000.0,239000000.0,224000000.0,224000000.0
Other Current Liab,564000000.0,564000000.0,431000000.0,431000000.0
Total Assets,32164000000.0,32164000000.0,34695000000.0,34695000000.0
Common Stock,10355000000.0,10355000000.0,10355000000.0,10355000000.0
Other Current Assets,603000000.0,603000000.0,586000000.0,586000000.0
Retained Earnings,-3671000000.0,-3671000000.0,-3330000000.0,-3330000000.0
Other Liab,1900000000.0,1900000000.0,2907000000.0,2907000000.0
Good Will,157000000.0,157000000.0,157000000.0,157000000.0
Treasury Stock,-2410000000.0,-2410000000.0,-2037000000.0,-2037000000.0
Other Assets,21593000000.0,21593000000.0,21957000000.0,21957000000.0
Cash,2428000000.0,2428000000.0,3872000000.0,3872000000.0
Total Current Liabilities,21543000000.0,21543000000.0,18571000000.0,18571000000.0
Deferred Long Term Asset Charges,828000000.0,828000000.0,869000000.0,869000000.0
Short Long Term Debt,20630000000.0,20630000000.0,18140000000.0,18140000000.0
Other Stockholder Equity,-2404000000.0,-2404000000.0,-2031000000.0,-2031000000.0
Property Plant Equipment,264000000.0,264000000.0,306000000.0,306000000.0
Total Current Assets,7882000000.0,7882000000.0,10441000000.0,10441000000.0
Long Term Investments,2024000000.0,2024000000.0,1570000000.0,1570000000.0
Net Tangible Assets,3987000000.0,3987000000.0,4691000000.0,4691000000.0
Net Receivables,656000000.0,656000000.0,1276000000.0,1276000000.0
Long Term Debt,4286000000.0,4286000000.0,7867000000.0,7867000000.0
Accounts Payable,12000000.0,12000000.0,,
