,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,17223000.0,17223000.0,4558000.0,4558000.0
Total Liab,213049000.0,213049000.0,319255000.0,319255000.0
Total Stockholder Equity,1186725000.0,1186725000.0,1134062000.0,1134062000.0
Other Current Liab,3319000.0,3319000.0,20101000.0,20101000.0
Total Assets,1399774000.0,1399774000.0,1453317000.0,1453317000.0
Common Stock,148589000.0,148589000.0,146933000.0,146933000.0
Retained Earnings,1084322000.0,1084322000.0,964279000.0,964279000.0
Other Liab,450000.0,450000.0,392000.0,392000.0
Treasury Stock,-46186000.0,-46186000.0,22850000.0,22850000.0
Other Assets,33009000.0,33009000.0,29158000.0,29158000.0
Cash,774643000.0,774643000.0,413032000.0,413032000.0
Total Current Liabilities,198647000.0,198647000.0,305427000.0,305427000.0
Deferred Long Term Asset Charges,16657000.0,16657000.0,28201000.0,28201000.0
Other Stockholder Equity,-37865000.0,-37865000.0,32881000.0,32881000.0
Property Plant Equipment,33607000.0,33607000.0,30350000.0,30350000.0
Total Current Assets,1089201000.0,1089201000.0,1128546000.0,1128546000.0
Long Term Investments,226734000.0,226734000.0,252580000.0,252580000.0
Net Tangible Assets,1169502000.0,1169502000.0,1121379000.0,1121379000.0
Net Receivables,70576000.0,70576000.0,70700000.0,70700000.0
Inventory,198558000.0,198558000.0,147332000.0,147332000.0
Accounts Payable,191808000.0,191808000.0,129951000.0,129951000.0
Deferred Long Term Liab,,,957000.0,957000.0
Good Will,,,8125000.0,8125000.0
Short Term Investments,,,441146000.0,441146000.0
